name,price
Python编程快速上手 python语言从入门到精通 零基础自学计算机程序设计网络爬虫pathon,55.00
包邮 python数据分析基础+数据处理+网络爬虫权威指南+数据抓取技术与实战+网络爬虫,255.00
PYTHON渗透测试编程技术:方法与实践,48.40
Python快速编程入门(工业和信息化十三五人才培养规划教材),31.28
【正版特价】Python计算与编程实践：多媒体方法(原书第2版) 计算机|217148,33.10
正版 Python数据分析（第2版） 阿曼多 凡丹戈 Python进行数据分析学习指南书,52.80
21天学通C++ 第8版 Java Python 程序设计书籍 软件开发,59.25
包邮 Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络爬虫,74.70
包邮  Python机器学习实践指南 程序设计 python书籍,53.30
现货Python神经网络编程 深度学习机器学习人工智能书籍 神经网络编程入门教程书,51.00
Python数据分析基础教程(NumPy学习指南第2版)/图灵程序设计丛书,37.47
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,65.80
包邮 Python 3.5从零开始学+Python神经网络编程  2本,96.80
Python王者归来 洪锦魁+R语言——迈向大数据之路 Python编程从入门到精通书籍,152.00
正版图书 21天学通Python（第2版） 刘凌霞 著 电子技术 电脑技术 电子工业出版,46.00
树莓派创客:手把手教你搭建机器人 陈佳林 树莓派软硬件Scratch Python编程,48.30
正版图书 和孩子一起玩编程 胡宏彪 Python编程入门书籍 scratch少儿趣味编程,54.50
HN 2册 量化投资:以Python 为工具+零起点Python大数据与量化交易2本书 Python,126.60
正版包邮 高教版 Python程序设计教程 丁辉 陈永编 高等教育出版社9787040512687,37.90
深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神经网络编程,76.20
Python基础案例教程9787560653884,19.80
Python基础实例教程(计算机专业群普通高等教育十三五规划教材),21.04
Python自动化运维：技术与佳实践,49.70
精通Python自然语言处理,41.90
零起点Python大数据与量化交易,74.30
Python神经网络编程/深度学习系列,51.77
Python参考手册 第4版 修订版,65.70
从零开始学Python网络爬虫,43.70
流畅的Python/图灵程序设计丛书,114.59
从Python开始学编程Vamei电子工业出版社,49.00
精通Python爬虫框架Scrapy,43.70
Python从入门到精通 python程序开发书籍,56.60
Python语言程序设计基础,38.50
从零开始学Python数据分析与挖掘,58.50
Python程序设计入门到实战,54.66
【R】用Python写网络爬虫 第2版,48.00
利用Python进行数据分析 原书第2版,89.30
物联网Python开发实战书籍 安翔,53.90
现货【2019新书】Python量化交易 张杨飞,76.20
计算机编程导论-Python程序设计,40.84
Python编程快速上手 让繁琐工作自动化,68.00
精通Python自然语言处理 NLP python处理,44.25
Python深度学习 deep learning with py,82.50
Python贝叶斯分析python编程教程书籍,49.50
PYTHON编程:从数据分析到数据科学,50.30
人民邮电：Python核心编程第3版,74.25
Python新手使用Django架站的16堂课,67.50
利用Python进行数据分析 9787111436737,89.00
Python机器学习基础教程,60.00
从零开始学Python网络爬虫,46.00
包邮 Python地理空间分析指南（第2版）,59.00
Python金融大数据挖掘与分析全流程详解,71.84
包邮 Python爬虫开发与项目实战|5894193,55.30
Python程序设计基础与应用,31.80
PYTHON3网络爬虫开发实战,74.20
PYTHON3网络爬虫开发实战,74.20
Python基础教程（第3版）,71.28
Python3 网络爬虫开发实战,73.10
人民邮电:Python深度学习,89.25
包邮Python新手使用Django架站的16堂课,64.10
正版现货 从Python开始学编程 Vamei,34.80
Selenium 2自动化测试实战基于Python语言,50.20
Python高性能编程 python 编程,55.30
零起点Python大数据与量化交易,74.70
Python数据分析(第2版),44.10
深度学习的数学深度学习入门基于Python的理论与实现 2册 西瓜书机器学习实战pytorch神经网,96.00
Python强化学习实战应用OpenAI Gym和TensorFlow精通强化学习和深度强化学习,51.10
Python机器学习及实践--从零开始通往Kaggle竞赛之路/中国高校创意创新创业,32.58
Python+Spark 2.0+Hadoop机器学习与大数据实战,74.50
【全2册】深度学习+Python深度学习 花书deeplearning Keras之父著作 人工智,221.50
正版北大版机器学习线性代数基础：Python语言描述北京大学出版社张雨萌9787301306017,39.00
包邮 算法交易员会赚钱的人工智能+Python算法教程+挑战程序设计竞赛2+数据结构与算法图解书籍,321.60
Python新手使用Django架站的16堂课  Python入门教程书籍 Dj,66.49
数据结构 Python语言描述 python基础教程python编程 从入门到实践,53.82
Python面向对象编程指南 python面向对象程序设计教程书籍 python计算,58.60
数据结构（Python语言描述）兰伯特 Python编程基础教程书籍,49.60
包邮你也能看得懂的Python算法书+图解算法 使用Python Python语言快速入门教程书,78.00
自己动手写Python虚拟机 海纳 C语言编程教程书籍 编译器 编程语言虚拟机 编译流程 垃圾回收,56.80
【正版特价】Python数据科学导论 计算机与互联网 |230673,28.30
包邮 Python语言程序设计 计算机与互联网 |8056830,34.30
【正版特价】Python深度学习：基于TensorFlow 计算机与互联|231871,37.90
包邮 自动化平台测试开发：Python测试开发实战 邹辉 著 一站式自动化测试平台及解决方案,51.50
深度学习 基于Python语言和TensorFlow平台 视频讲解版 人工智能 学,42.33
漏洞战争 软件漏洞分析精要+Python绝技运用Python成为*级黑客安全技术大系,144.50
现货 Python网络数据爬取及分析从入门到精通爬取篇 Python零基础教程 分析算法,38.00
现货正版 Python深度学习：基于TensorFlow/程语言与程序设计计算机书籍|8052596,55.30
包邮 Python数据分析实战 计算机与互联网 |6399154,55.30
人民邮电：PythonCookbook（第3版）中文版,81.00
包邮 Python基础教程(第2版修订版)/图灵程序设计丛书,59.20
和孩子一起玩编程 中小学编程入门书 趣学python编程入门零基础教孩子学编程书籍,47.60
数据结构 Python语言描述 计算机网络 基于Python语言的数据结构基础编程,49.80
Python 3.5从零开始学+Python编程 从入门到实践 python编程入门图书,110.60
精通Python网络爬虫 核心技术框架与项目实战+Python 网络爬虫实战,96.00
现货 全2册 python基础教程 Python编程从零基础到项目实战+基于Python的大数据,97.20
正版L Web接口开发与自动化测试——基于Python语言 虫师著 电子工业出版社 978,45.80
2本 Python编程从入门到实践+Python3网络爬虫开发实战 python,139.90
流畅的Python python核心编程教程书籍 python代码大全 python入门,108.42
正版 深度学习入门：基于Python3的理论与实现 深度学习的原理和相关技术 深度学习入门经典畅销书,52.20
零基础入门学习Python(第2版) 微课视频版,74.80
Python网络爬虫实战 大数据工程师的Python快速入门书 python编程教程 数据,42.30
包邮 Python程序设计基础 鲁凌云 清华大学出版社 高等学校计算机基础教育教材精选,33.80
包邮 Python性能分析与优化+Python核心编程(第3版) 2本,107.70
跟老齐学Python：Django实战+Python新手使用Django架站的16堂课2本,120.00
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,49.60
解析Python网络爬虫--核心技术Scrapy框架分布式爬虫/Python应用编程,43.65
包邮 虫术 Python绝技+Python 3网络爬虫开发实战 深入分析爬虫测试与调试书籍,147.50
人工智能入门与实战 使用Raspberry Pi和Python演练 Ai书籍,41.80
用Python写网络爬虫+Python编程从入门到实践 全2册  Python编程序设计基础教程入门,102.00
包邮Python核心编程+基础教程 第3版 python学习 python编程从入门到实践,198.00
【R】程序员学Python Python编程入门进阶指南 程序设计领域学者裘宗燕教授力作 Py,87.20
Raspberry Pi：Python编程入门 [英] Simon Monk 姜斐祚 科学,28.50
【正版特价】Python程序设计 计算机与互联网 |228403,37.90
Python数据分析与挖掘实战/大数据技术丛书,56.60
包邮 自动化平台测试开发 Python测试开发实战 App自动化测试方案 软件自动化测试开发技术书,49.60
Python大数据与量化交易+机器学习与量化投资+量化投资+Python机器学习快速入门 全4册,257.00
Python数据结构与算法分析（第2版）数据结构算法入门 python语言实现 Python编程书籍,62.60
零起点Python机器学习快速入门/Top Quant CHRD前海智库,42.21
跟老齐学Python轻松入门 python核心编程技术 python语言编程教程书,44.80
包邮 Python绝技：运用Python成为数据工程师,59.80
机器学习+python机器学习及实践——从零开始通往Kaggle竞赛之路 程序设计,92.50
Python数据科学导论概念 技术与应用书籍,41.80
Python编程入门3本 Python编程从入门到实践+零基础学习Python+Python基础教程,188.00
现货正版零起点python足彩大数据与机器学习实盘分析+零起点Python机器学习快速入门,118.00
Python 3.7从零开始学 计算机 互联网 程序设计 编程语言 Python 开发过程中的体会,53.90
Python核心编程（第3版）大数据分析 程序设计 移动开发,98.00
包邮 Python学习从入门到实践 python基础教程书籍 Python核心编程 书籍,39.50
中学生可以这样学Python 计算机网络 程序设计 中小学教辅 中小学阅读 课外阅读 计算,30.00
包邮 程序设计导论：Python语言实践 计算机与互联网 |5007973,55.30
机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教程,42.50
正版 和孩子一起玩编程 少儿趣味编程 零基础编程入门自学教程 Python儿童编程书籍 STEM编程,53.82
包邮 深入浅出深度学习：原理剖析与Python实践,60.50
【正版包邮】Python神经网络编程+深度学习中文版 deep learning 机器学习,178.00
包邮Python物理学高效计算 Python编程入门教程书籍,73.80
自然语言处理Python进阶 理解和实现NLP解决方案书籍,41.80
Python程序设计教程 范建农 高中计算机信息技术课程改革专业教材书籍教程,28.20
包邮 Python贝叶斯分析+贝叶斯方法+贝叶斯思维 3本,131.80
【正版特价】数据科学导论：Python语言实现 计算机与互联网 |229902,23.50
包邮lask Web开发 基于Python的Web应用开发实战 第2版+Python Web开发实战,129.60
【R】【R】精通Python爬虫框架Scrapy Scrapy入门 软件架构开发设计教程,40.10
包邮 Python数据处理+Python高性能编程 python编程教程书籍,130.00
Python自动化运维：技术与最佳实践 Python自动化运维快速入门 郑征  编程语言开发,102.00
包邮 Python爬虫开发与项目实战|5894193,55.30
笨办法 学Python 3 基础编程  自学教材书  从入门到实践 编程语言书籍,50.15
像计算机科学家一样思考Python 第2版 Python语言编程核心基础教程书籍从入门到实践数据分析,36.00
父与子的编程之旅 与小卡特一起学Python 图灵程序设计丛书,54.10
包邮 Python文本分析 计算机与互联网 |7836736,55.30
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书,53.84
Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络爬虫入门书籍 pyt,72.00
笨办法学python3 基础教程 精通核心编程语言书籍 计算机程序设计从零到入门到实践手册,46.90
Python程序设计基础与应用,31.80
PYTHON3网络爬虫开发实战,74.20
新书现货 小天才学Python+小天才学Python 教学指导 小学生学Python语言入门书籍,55.60
精通Python爬虫框架Scrapy+Python Web开发实战 软件架构开发设计教程,123.00
包邮Python 3爬虫 数据清洗与可视化实战+Python3网络爬虫开发实战,110.80
包邮 Python零基础入门学习（第2版）+C语言开发从入门到精通 2册,108.00
Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络爬虫,76.70
零起点Python大数据与量化交易 大数据分析量化投资策略书籍 实盘交易手册 Python,77.00
足彩投资宝典 +孤注一掷+零起点Python足彩大数据与机器学习实盘分析【套装3册】书图书,163.00
现货正版 Python程序设计基础（原书第4版）托尼·加迪斯/计算机科学从书|8054079,69.30
包邮 机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教,44.80
PYTHON3网络爬虫开发实战,74.20
Python基础教程（第3版）,71.28
Python3 网络爬虫开发实战,73.10
包邮 Python神经网络编程 深度学习机器学习人工智能书籍 神经网络编程入门教程书,51.80
正版Python数据分析第2版 Python数据科学教程书第二版 Python数据分析机器学习,48.60
人民邮电:Python深度学习,89.25
包邮Python新手使用Django架站的16堂课,64.10
正版现货 从Python开始学编程 Vamei,34.80
Python算法教程+数据结构 Python语言描述 语言编程入门 利用Pytho,105.30
Python机器学习算法 赵志勇 著  深入分析机器学习,49.90
Web接口开发与自动化测试-基于Python语言,43.70
Python数据可视化编程实战 第2版 python语言编程教程书籍,48.80
从零开始学Python网络爬虫 Python网络爬虫开发原理工具书,42.20
深度学习系列：Python神经网络编程+Python机器学习实践指南,95.30
Selenium 2自动化测试实战基于Python语言,50.20
Python高性能编程 python 编程,55.30
零起点Python大数据与量化交易,74.70
机器人Python极客编程入门与实战,43.70
Python编程快速上手--让繁琐工作自动化,50.81
Python编程快速上手 让繁琐工作自动化 Python面向实践编程实用指南书,64.10
Python编程基础 张良均 Python大数据分析 高职高专教材 Python编程实战教程书籍从入,29.85
Cloudera Hadoop大数据平台实战指南大数据技术书籍 大数据技术 Python Spark,43.00
PYTHON从入门到精通,48.70
【正版】 Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取,97.00
Python神经网络编程书籍 深度学习人工智能机器学习入门教程书籍,46.00
包邮 小天才学Python+小天才学Python 教学指导 共2册 小学生学Python语言入门书籍,58.50
【正版特价】Python计算与编程实践：多媒体方法(原书第2版) 计算机|217148,33.10
Python3网络爬虫开发实战,74.00
正版现货 Python应用编程丛书：Python实战编程：从零学Python [中国]黑马,75.60
正版 Python数据分析（第2版） 阿曼多 凡丹戈 Python进行数据分析学习指南书,52.80
21天学通C++ 第8版 Java Python 程序设计书籍 软件开发,59.25
包邮 Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络爬虫,74.70
正版正版全新 Python科学计算(2版) 附光盘 Python数据库创建工具 WinPython,90.30
深海管道试验的数值模拟理论及应用——ABAQUS参数化设计中的Python脚本,28.70
未来教育2020年3月全国计算机等级考试二级Python上机考试题库,36.90
包邮  Python机器学习实践指南 程序设计 python书籍,53.30
Coding with Python,338.00
正版书籍 从零开始学Python大数据与量化交易(从零开始学) 周峰 Python编程Python,41.00
【赠配套视频】Python从小白到大牛 python从入门到精通python学手册语言编程 程序设计,88.00
bk Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发类书籍 Se,51.87
Python实用教程 含典型案例视频 分析郑阿奇 python语言编程教程 数据分析py,53.10
正版 读故事学编程——Python王国历险记（双色）计算机与互联网 软件工程及软件方法学 电子工业,52.50
全国计算机等级考试二级教程--Python语言程序设计(2019年版) 教育部考试中心 高等教育,30.30
现货Python神经网络编程 深度学习机器学习人工智能书籍 神经网络编程入门教程书,51.00
Python数据分析基础教程(NumPy学习指南第2版)/图灵程序设计丛书,37.47
Python自然语言处理 python编程语言程序设计书籍 python自然语言处理入门指,65.80
包邮 Python 3.5从零开始学+Python神经网络编程  2本,96.80
Python王者归来 洪锦魁+R语言——迈向大数据之路 Python编程从入门到精通书籍,152.00
正版图书 21天学通Python（第2版） 刘凌霞 著 电子技术 电脑技术 电子工业出版,46.00
树莓派创客:手把手教你搭建机器人 陈佳林 树莓派软硬件Scratch Python编程,48.30
正版 自学是门手艺  李笑来 没有自学能力的人没有未来 全彩 python编程从入门到精通 pyth,64.90
Python数据分析基础 [美]克林顿布朗利(Clinton W. Brownley) 978711,37.95
计算机视觉与深度学习实战 以MATLAB Python为工具 数字图像处理技术书籍,77.00
正版 量化交易之路 用Python做股票量化分析 阿布 量化交易入门书籍 python机器,55.40
正版 Python程序设计基础与应用  计算机专业本 专科程序设计基础课程教材 以及Py,38.00
【正版包邮】Python云原生 构建应对海量用户数据的高可扩展Web应用,66.60
包邮 Python数据可视化之matplotlib实践+Python数据可视化编程实战 第2二版,95.80
基于Python的大数据分析基础及实战 python书籍 python基础教程 编程入门 计算机编程,40.90
Python编程快速上手——让繁琐工作自动化 Python语言基础教程书籍 pyt,58.65
Python自然语言处理+Python计算机视觉编程书籍 2本,113.00
包邮  Python自动化测试实战 无涯 2019新书,53.80
Python基础教程(第3版)/图灵程序设计丛书,74.00
全栈数据之门+ Python大战机器学习：数据科学家的个小目标 语言编程教程书籍,111.00
包邮 Python大战机器学习 数据科学家的个小目标+Python机器学习及实践,86.20
数据结构 Python语言描述 国外高等院校信息科学与技术教材 计算机教材 Kenneth,51.00
3本 Python基础教程第3版+Python高级编程+核心编程 书籍 Python3.5从入门到精,210.00
包邮自然语言处理理论与实战+Python自然语言处理实战核心技术与算法 自然语言文本提取书籍,109.80
精通Python自然语言处理+NLTK基础教程+NLP汉语自然语言处理原理深度学习4本,193.00
教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python,127.00
PYTHON基础教程(第3版)(挪威)芒努斯？利？海特兰德,75.20
Python 3程序开发指南 第2版 修订版 从入门到实践教程书,50.99
Python全栈数据工程师养成攻略(视频讲解版),46.00
包邮Django 2.0 入门与实践 李健+Python新手使用Django架站的16堂课书籍,125.60
包邮 机器人Python极客编程入门与实战+机器人系统设计与制作 Python语言实现,87.80
包邮Python Linux系统管理与自动化运维 Python Linux操作系统编程教程,66.00
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书python编程入门教程,49.00
包邮 Python程序设计（原书第2版）Python基础知识计算机科学丛书|8053459,83.30
玩转Python轻松过二级 董付国 Python基础教程 编程模式及应用书籍,35.20
Python+Spark 2.0+Hadoop机器学习与大数据实战+生态系统操作与实战指南书籍,125.80
Selenium 2自动化测试实战——基于Python语言 虫师 se2.0自动化测试教程书籍,43.60
包邮 Python地理数据处理+Python科学计算基础教程 python数据分析实战教程,95.80
像计算机科学家一样思考Python 第2版 绝技核心编程基础视频教程网络爬虫入门书籍,32.00
像计算机科学家一样思考Python Python核心编程 python进行数据分析基础教材,37.00
Python网络爬虫实例教程（视频讲解版）书籍,35.60
包邮Python数据科学导论 概念技术与应用+Python 深度学习实战书籍,102.80
包邮 Web接口开发与自动化测试——基于Python语言+软件自动化测试开发  2本,88.00
包邮玩转Django 2.0+玩转Python网络爬虫书籍 黄永祥2本,99.00
Python爬虫开发 从入门到实战 微课版 微课版Python爬虫 案例丰富 讲解详细,39.80
【正版】OpenCV3计算机视觉：Python语言实现（原书第2版）Python入门书,41.70
正版包邮 Python自然语言处理 计算机编程语言 软件开发书籍人民邮电出版社 Python入门基础,67.00
Python高性能 第2版 python语言编程教程书籍,42.50
Python接口自动化测试 王浩然+Python自动化测试实战 无涯+自动化平台测试开发书籍,142.00
零基础学编程：树莓派和Python 树莓派Python编程书籍  树莓派电脑编程学习书,36.80
Python3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南,99.00
2018APython数据挖掘入门与实践 Robert Layton,45.80
包邮 玩转Django 2.0+玩转Python网络爬虫书籍 黄永祥,97.50
机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教程,44.20
包邮Python与机器学习实战：决策树、集成学习、支持向量机+深入浅出深度学习原理剖析,110.80
Python编程从入门到实践 python3.5核心编程基础教程 快速上手 3.0零基础,66.75
包邮 Python金融衍生品大数据分析：建模、模拟、校准与对冲 python大数据分析技术,73.80
Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储,78.50
包邮Python机器学习基础教程Python机器学习算法教程书籍,59.00
包邮Python核心编程+基础教程 第3版 python学习 python编程从入门到实践,198.00
【正版特价】Python程序设计 计算机与互联网 |228403,37.90
包邮 自动化平台测试开发 Python测试开发实战 App自动化测试方案 软件自动化测试开发技术书,49.60
零起点Python机器学习快速入门/Top Quant CHRD前海智库,42.21
机器学习+python机器学习及实践——从零开始通往Kaggle竞赛之路 程序设计,92.50
Python数据科学导论概念 技术与应用书籍,41.80
Python编程入门3本 Python编程从入门到实践+零基础学习Python+Python基础教程,188.00
现货正版零起点python足彩大数据与机器学习实盘分析+零起点Python机器学习快速入门,118.00
Python 3.7从零开始学 计算机 互联网 程序设计 编程语言 Python 开发过程中的体会,53.90
包邮 程序设计导论：Python语言实践 计算机与互联网 |5007973,55.30
机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教程,42.50
正版 和孩子一起玩编程 少儿趣味编程 零基础编程入门自学教程 Python儿童编程书籍 STEM编程,53.82
Python设计模式(第2版),30.45
Python高级编程,39.30
Python与有限元,38.00
Python编程基础与数据分析,33.90
包邮精通Python自然语言处理+Python自然语言处理实战+Python文本分析 NLP技术,155.50
NLTK基础教程(用NLTK和Python库构建机器学习应用),38.20
包邮 预测分析 Python语言实现+预测分析建模 Python与R语言实现,102.80
包邮 精通Scrapy网络爬虫+Python爬虫开发与项目实战 2本,102.80
正版 Python编程从入门到精通 零基础学编程基础教程核心编程图书 网络编程web开发大数据,53.00
包邮Python程序设计 第3版+Python 3学习笔记 编程入门教程书籍,115.00
核心编程第3版+Python编程快速上手+Python数据分析实战+Python网络编程第3版,235.00
包邮 Python数据分析与数据化运营/数据分析与决策技术丛书/计算机Python书|6998727,69.30
Python程序设计基础与应用  计算机专业本 专科程序设计基础课程教材 以及Py,38.80
Python：统计人的视角/统计数据分析与应用丛书,33.20
从零开始学Python网络爬虫 Python编程 Python入门到实践 网络爬虫书籍,43.60
【包邮】利用Python进行数据分析(原书第2版)+Python数据科学手册,171.00
包邮 Metasploit渗透测试指南（修订版）+Python 黑帽子 黑客与渗透测试,98.50
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程,41.50
python基础教程第2版修订版 (挪)海特兰德 从入门到实践 图灵程序设计丛书,69.80
少博士趣学Python 湖北新华书店正版图书籍,55.93
Python爬虫框架Scrapy 计算机类-软件开发 迪米特里,46.02
正版 机器人Python青少年编程开发实例史向东MicroPython入门教程Turni,45.80
【现货包邮】Python设计模式 Python设计模式教程书籍 Python编程开发从新手到高手,73.50
Python核心编程 第3版 python开发大全 python入门到精通书籍第三版 人民邮电出版社,56.80
包邮 【扫码看视频】笨办法学python3+Python核心编程(第3版) 基础编程从入门到实践2本,116.80
图灵教育  Python基础教程 第3版 Python入门版 人民邮电出版社,98.00
跟老齐学Python：Django实战 齐伟 Django开发实战教程书籍,44.90
Python机器学习实践指南 程序设计 python书,51.75
【全8册】Scratch 2.0趣味编程指南趣学ScratchPythonJavaScr,364.60
Python+Spark 2.0+Hadoop机器学习与大数据实战书籍 林大贵,73.90
包邮 Python语言程序设计|8056830,34.30
Python地理数据处理 [美]Chris Garrard 加勒德 97871154566,43.45
包邮 数据科学与分析：Python语言实现 计算机与互联网 |8058627,48.30
【套装9本】父与子的编程之旅 与小卡特一起学Python 青少年儿童编程书籍 教孩子编程,319.30
Python机器学习实践指南,50.40
ABAQUS Python二次开发攻略 CAE分析大系R3S,43.70
数据分析从入门到进阶 Python网络开发实战MySQL数据分析处理方法爬虫管理数据挖掘计算机程序,61.50
Python书籍入门教程 零起点Python机器学习快速入门 何海群机器学习周志华 深度学,46.00
谁说菜鸟不会数据数据分析【4册】谁说菜鸟不会数据分析入门篇+工具篇+SPSS篇+Python篇,223.00
Python爬虫开发与项目实战,59.50
Python数据分析基础(影印版),55.30
Python编程无师自通 专业程序员的养成 [美]科里·奥尔索夫(Cory Althoff,34.22
现货包邮 高教2019年版全国计算机等级考试二级教程Python语言程序设计+冲刺试卷第2版含线上题,65.60
Python编程 从入门到实践 人民邮电出版社 9787115428028 埃里克马瑟斯(Eric,62.00
OpenCV轻松入门 面向Python 李立宗 OpenCV入门教程书籍 OpenCV 函数使用方,76.30
正版 Python编程从入门到实践 python3.0 绝技核心编程基础视频教程网络爬虫入门书籍 p,82.60
从零开始学Python数据分析 视频教学版,55.90
"树莓派Python编程指南（美）布鲁德伯里　等著,王文峰　译9787111489863",31.10
包邮 机器人系统设计与制作：Python语言实现 计算机与互联网 |5386910,41.30
正版 物联网应用设计与实战 基于AVR单片机和Python 物联网设备设计制作实践操作指南 Pyth,42.10
现货包邮  Python大战机器学习：数据科学家的个小目标,54.00
毫无障碍学Python,42.90
高性能Python(影印版),57.70
Python程序设计教程,32.40
Python深度学习,88.70
Python数据科学指南,60.00
玩转Python网络爬虫,53.80
Python数据科学手册,76.30
Python程序设计教程,31.80
Python程序设计,59.20
AI的幕后英雄：Python 中小学人工智能精品课程系列丛书,61.30
【R】 全2册 教孩子学编程python语言版+趣学Python 少儿儿童编程入门教程书 中小学编,79.90
PYTHON数据分析与应用 黄红梅 9787115373045 人民邮电出版社,38.80
Python接口自动化测试 王浩然+接口自动化测试持续集成 Postman Jenkins 书籍,95.00
Python程序设计开发宝典,53.10
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法,54.00
包邮 小天才学Python 一本专为小学生编写的Python编程教材书籍 刘思成 刘鹏 朱慧 著,27.80
Python深度学习谷歌人工智能研究员执笔 深度学习领域力作 人工智能机器学习经典教程人民邮电出版社,119.00
包邮 Python语言程序设计 袁方 肖胜刚 齐鸿志 清华大学出版社 全新正版,30.60
Python Web开发实战+Python 3学习笔记(上卷)+Python高效开发实战入门到实战书,212.00
包邮Python量化交易实战+量化交易之路 用Python做股票量化分析,198.60
现货 Python统计分析  Python在数据分析可视化和统计建模中的应用图书籍,54.80
自动化平台测试开发：Python测试开发实战,50.40
PYTHON编程：从入门到实践 （美）马瑟斯 人民邮电出版社 9787115428028,69.80
2019年全国计算机等级考试二级教程 Python语言程序设计 Python程序设计 计算机二级考试,33.50
数据结构——Python语言描述,51.60
Python带我起飞 入门 进阶 商业实战 Python3.5视频教程书籍,55.80
包邮 Python 3破冰人工智能 从入门到实战 黄海涛 著 人民邮电出版社图书籍,45.50
Python树莓派编程 从入门到实践 正版书籍,44.80
【现货】零基础轻松学Python,43.70
教孩子学编程Python语言版 python从入门到实践 python核心技术,40.50
"Python入门经典 人民邮电出版社 9787115362094 Katie Cunningham,",29.40
跟老齐学Python:轻松入门 齐伟著 9787121306624,33.63
Python基础教程 第3版 Python基础初学者入门书 Python编程从入门到实践,73.16
Python计算机视觉编程/图灵程序设计丛书,53.84
正版包邮 Python 3.x全栈开发从入门到精通,73.00
金融数量分析 基于Python编程+Python与量化投资从基础到实战 python基础教程书籍,116.80
2册包邮 谁说菜鸟不会数据分析 Python篇+对比Excel，轻松学习Python数据分析书籍,98.00
Python数据可视化,50.40
"Python编程：从入门到实践 英文原版 Python Crash Course, 2nd",261.00
英文原版Computer Coding Python Games for KidsDK图解儿童编程,115.00
Python数据科学入门 [俄]德米特里·齐诺维耶夫(Dmitry Zinoviev 97,26.95
Python新手使用Django架站的16堂课 何敏煌 9787302467410,51.62
Python学习,37.00
Python从菜鸟到高手,96.30
董付国 Python程序设计基础第二版2版+Python程序设计实验指导书 计算机系列教材 2本,69.80
零基础学Python 和外星人一起学系列 pyhton从入门到精通python语言程序设计基础,43.80
OpenCV 3和Qt5计算机视觉应用开发+机器学习：使用opencv和python进行智能图像处理,154.60
Python网络爬虫实战（第2版）,59.40
量化投资：以Python为工具,68.00
疯狂Python讲义,118.00
11招玩转网络安全(用Python更安全),50.40
Python网络编程 第三版,57.50
疯狂Python讲义 Python编程从入门到实践教程书籍 Python网络编程数据分析网络,88.40
Python编程从入门到实践+Python基础教程（第3版）（套装共2册）,119.00
正版 Python游戏编程入门 计算机 网络 图形图像 多媒体 游戏开发 课件设计 人民,38.60
Python金融衍生品大数据分析,74.70
中学生可以这样学Python,27.00
Python3.5从零开始学,45.40
编程景观 Grasshopper Python NetLogo面向设计师的编程设计书,88.00
Python游戏编程入门,36.20
图灵教育 Python编程 从入门到实践 编程入门类图书 帮助零基础读者迅速掌握Python编程,69.80
图灵教育 Python机器学习经典实例 人工智能 机器人 无人驾驶,44.25
包邮Python与机器学习实战+深度学习、优化与识别+深入浅出深度学习+技术解析与实战,266.00
OpenCV算法精解 OpenCV教程书籍 C++和Python代码拆分算法实现方法 数字图像处理基,55.30
Python与量化投资：从基础到实战,77.90
Python大战机器学习,51.10
Python程序设计,38.90
Python机器学习算法,52.40
包邮 深度学习入门 基于Python3的理论与实现+深度学习 [deep learning] 2本,162.60
包邮达人迷 Raspberry Pi趣味编程13例 python 编程入门 树莓派,66.60
包邮 精通Python爬虫框架+精通Scrapy网络爬虫+Python爬虫开发与项目实战,147.00
加密与解密 第4版+Web安全深度剖析+Python绝技：运用Python成为黑客+漏洞战争,345.80
Python书籍入门教程 零起点Python机器学习快速入门 何海群机器学习周志华 深度学,46.00
Python数据分析基础R3S,50.40
虫术——Python绝技 梁睿坤 9787121344565,56.93
PYTHON基础教程(第3版),74.20
Python数据科学入门,37.20
Python数据分析与应用 黄红梅 张良均 9787115373045,27.39
深入浅出Python机器学习 段小手 9787302503231,40.02
Python编程基础 张健 张良均 9787115474490,21.89
图灵教育 精通特征工程 人工智能教程机器学习 Python 算法 通过Python示例掌握特征,44.25
