name,price
正版书籍 Python+Tensorflow机器学习实战 李鸥 机器学习经#算法 详解Tensor,64.20
Web接口开发与自动化测试基于Python语言 unittest单元测试框架Web开发秘方 接口自动,54.50
Python少儿趣味编程+Scratch 3.0少儿编程趣味课+游戏趣味编程书籍,151.50
未来教育2019年9月全国计算机二级Python上机考试题库书国家等级考试教材国二python二级教,50.00
正版 Python机器学习 5个数据科学家案例解析 达西 哈龙 python机器学习入门,42.90
全国计算机等级考试 Python二级教程 根据《全国计算机等级考试二级Python语言程序设计考试大,37.00
Python渗透测试编程技术：方法与实践 李华峰 9787302514503,40.02
实战Python网络爬虫 黄永祥 9787302524892,57.42
正版 详解深度学习 基于TensorFlow和Keras学习RNN  python深度学习神经网络,60.40
深度学习的数学+深度学习入门基于Python的理论与实现 2册 西瓜书机器学习实战pytorch神经,98.60
正版 从零开始学Python 大数据与量化交易 数据库 软件工程 清华大学出版社,43.00
"Python编程入门( 3版) [加]唐纳森 ,袁国忠 9787115333742",21.45
Python高效开发实战:Django、Tornado、Flask、Twisted 刘长龙,51.62
深度学习入门 基于Python的理论与实现,40.40
Python网络编程 Linux 程序设计书Socket原理进程和线程 web应用程序开发 Linu,40.30
Python3从入门到实战董洪伟,57.80
深度学习(基于Keras的Python实践),45.55
正版 深度学习案例精粹 python深度学习机器学习教程 Tensorflow实战教程 机器学习实,67.70
深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神 人工智能,127.80
Python 3破冰人工智能 从入门到实战 大学生数学建模竞赛数学建模算法与应用教程 机器学习深度,44.25
"Python UNIX 和Linux 系统管理指南 (美)基弗特,杨明华 97871112",156.00
"Python网络编程基础 [美] 高森（John Goerzen）,莫迟 等 电子工业出版社",68.00
Python开发技术详解(附) 周伟 机械工业出版社,85.00
量化交易之路-用Python做股票量化分析阿布量化交易入门书籍量化交易量化引言 量化语言-Pytho,76.00
机器学习 算法视角(原书第2版) 史蒂芬马斯兰 机器学习入门教材书籍 Python语言编程 统计学基,90.00
正版书籍 Python机器学习 赵涓涓强彦Python编程从入门到实践零基础入门核心编程机器学习网,62.30
PYTHON二维游戏编程,23.90
量化投资与Python语言 张翔 9787302489566,20.30
编写高质量代码：改善Python程序的91个建议 张颖赖勇浩 机械工业出版社,59.00
【网 书籍】精通数据科学 从线性回归到深度学 基于Python建模 人工智能机器学算法教程 神,78.00
【套装4本】Python神经网络编程+深度学习+机器学习+Kubernetes权威指南,339.50
经济金融数据分析及其PYTHON应用 9787302497431,39.60
3本包邮 Python网络爬虫权威指南（第2版）+利用Python进行数据分析（原书第2版）,221.50
Python游戏编程快速上手 第4版 python游戏编程入门教程书籍 python游戏开发初学者指,60.00
Flask Web开发 基于Python的Web应用开发实战 第2版 [美] 米格尔·格林,40.02
深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神经网络编,64.40
跟着迪哥学Python数据分析与机器学习实战 唐宇迪著数据挖掘机器学习深度学习基础 快速入门人工智,64.30
跟着迪哥学Python数据分析与机器学习实战 唐宇迪著数据挖掘机器学习深度学习基础 快速入门人工智,71.20
"零基础学Python(全 版) 明日科技（MingRi Soft）,明日科技 吉林大学出版社",79.80
Python开发基础 戴歆 罗玉军 9787115494528,21.89
TensorFlow Keras深度学人工智能实践应用 Python Spark 2.0 Hado,177.30
【出版社正版授权】自然语言处理入门 HanLP作者何晗 NLP书 Python/Java代码实现,73.10
机器学习+机器学习 Python实践 全2册 深度学习方法 人工智能 中文教科书 计算机入门教材书籍,110.00
PyTorch深度学习入门  python机器学习神经网络开发实战指南 pytorch深度学习框架,43.10
Python编程初学者指南 []Michael Dawson 人民邮电出版社,187.00
"Python算法与程序设计基础(第2版) 吴萍,朱晴婷、蒲鹏,刁庆霖、裘奋华 97873024850",28.42
【出版社直供】树莓派创客 手把手教你搭建机器人 树莓派软硬件Scratch Python编程语言传感,71.00
正版 Python深度学习 Python机器学习基础教程书计算机与互联网编程语言与程序设,150.30
Python数据科学与机器学习 从入门到实践+Python机器学习 5个数据科学家案例解析书籍,91.50
python在机器学习中的应用Python编程从零基础到项目实战基于Python的大数据分析基础及实,250.40
Python数据可视化之matplotlib精进+Python数据可视化之matplotlib实践书,95.80
Python机器学习 深度学习 算法 人工智能 神经网络 Python机器学习实用教程,59.30
TensorFlow机器学习实战指南（原书第2版） 数据计算机人工智能算法研究Python编,67.70
Python网络爬虫从入门到实践 第2版+Python编程从入门到实践+Python 3网络爬虫开发,199.80
详解深度学习+TensorFlow深度学习实战+Python深度学习实战书籍,189.60
包邮 机器学习实战:基于Scikit-Learn和TensorFlow+Python深度学习书籍,176.60
详解深度学习 基于TensorFlow和Keras学习RNN python深度学习神经网络,56.80
零基础搭建量化投资系统 以Python为工具+Python量化交易策略技巧+Python机器学习与量,289.50
深度学习案例精粹 python深度学习机器学习教程 Tensorflow实战教程 机器学习实战教程书,64.30
Python深度学习 deep learning with python中文版 人工智能 机器学习,127.80
Python机器学习基础教程 [德]安德里亚斯·穆勒(Andreas C. Mll) 人民邮电出版社,62.41
正版 Python深度学习实战-基于TensorFlow和Keras的聊天机器人以及人脸、物体和语,55.30
正版现货 人工智能入门与实战 使用Raspberry Pi和Python演练 97873025017,37.70
3本TensorFlow与卷积神经网络从算法入门到项目实战+卷积神经网络的Python实现书籍,233.08
包邮Python+Tensorflow机器学习实战+Python强化学习实战 python机器学习,114.60
神经网络与深度学实战Python+Keras+TensorFlow 机器学 人工智能 自然语言处理技,101.50
Python数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil)凯 978,54.45
Python 3标准库,125.40
人工智能入门与实战 使用Raspberry Pi和Python演练 9787302501718,37.70
机器学习 周志华 西瓜书 深度学习deep learning 花书 ai书 python神经网络,423.00
赠配套源码机器学习周志华西瓜书+机器学习实战 python与人工智能 深度学习中文版deep lea,130.00
Python程序设计(普通高等教育十三五规划教材),28.10
【6本】Python深度学习+TensorFlow深度学习+深度学习入门+机器学习+python编程,357.80
深度学习(基于Python语言和TensorFlow平台视频讲解版)/人工智能人才培,36.75
【全2册】深度学习 [deep learning]+机器学习实战python机器概念计算,178.80
正版书籍 机器学习即服务：将Python机器学习创意快速转变为云端Web应用程序 [美]曼纽尔阿米,80.20
正版 Python深度学习 基于TensorFlow 吴茂贵 深度学习入门教程Tenso,64.20
Python机器学习,58.15
深度学习案例精粹 python深度学习机器学习教程,63.50
大话Python机器学习 机器学习入门教程书籍 python语言编程 机器学习算法原理与应用 Pyt,67.40
【全2册】正版书籍 深度学习之图像识别 核心技术与案例实战+神经网络与深度学习实战 Python+,151.60
Python数据可视化 Python编程语言入门书籍 数据分析与可视化 python基础教程书籍 p,61.00
小小的Python编程故事 毛雪涛 9787121354014,37.95
Python程序设计教程 分类 中职中专教材 大中专教材教辅书籍,32.27
机器学习Web应用 web机器学习算法编程教程书籍 python深度学习机器学习,44.90
【全2册】 深度学习 [deep learning]+Python深度学习 张志华机器学,180.30
正版书籍 跟着迪哥学 Python数据分析与机器学习实战 人工智能入学指南机器学习数据分析Pyth,58.50
Python深度学习keras之父DeepLearningWithPython中文版人工智能书籍机器,95.80
包邮 特征工程入门与实践 识别清洗构建和发掘数据的特征特征工程实践用Python作为示例语言书籍,46.00
Python深度学习实战-基于TensorFlow和Keras的聊天机器人以及人脸物体和语音识别书籍,48.90
全5册 深度学习主流框架和编程实战+TensorFlow实战+基于caffe的解析+Python基于,433.20
Python神经网络编程 9787115474810 人民邮电出版社 [英]塔里克·拉希德(Tari,53.10
Python编程实践 (美)Jennifer Campbell    Paul Gries,135.20
Python深度学习keras之父DeepLearningWithPython中文版人工智能书籍机器,104.00
包邮 [套装书]聊天机器人：入门、进阶与实战+Python自然语言处理（|8064756,102.70
Python机器学习——数据分析与评分卡建模 微课版,41.20
包邮  详解深度学习+TensorFlow深度学习实战+Python深度学习实战书籍,189.60
正版 深度学习实战杨云杜飞深度学习方法人工智能大数据深度学习的发展介绍Python简易教,53.40
深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门实战Python代码神经网络编,79.20
机器学实战 python机器概念书 机器学实战 机器学书籍python基础教程python与机器学,67.90
从零开始学Python 大数据与量化交易 数据库 软件工程 清华大学出版社,43.00
强化学习-原理与Python实现,66.80
人工智能基础教程 Phthon篇 青少版 python人工智能 python编程 AI入门,37.80
自然语言处理入门+Python编程从入门到实践 精通计算机程序设计核心技术网络爬虫人工智能机器学习书,137.20
深度学习技术图像处理入门 深度学习在图像处理中的应用指导书 Python机器深度学习图像识别处理数据,95.20
正版书籍 Keras深度学习实战 拉蒂普杜瓦人工智能深度学习教程基于Keras的Python实践K,58.80
【全5册】深度学习+Python深度学习+深度学习入门 基于Python的理论与实现+Keras,348.70
详解深度学习 基于TensorFlow和Keras学习RNN python深度学习神经网络 人工智,51.40
自然语言处理入门 HanLP作者何晗 NLP书籍 Python/Java代码实现 人工智能机器学习,99.00
【全2册】深度学习、优化与识别+深入浅出深度学习：原理剖析与Python实践 焦李成继周,158.30
正版书籍 机器学习：算法视角（原书第2版） 人工智能入门教程机器学习深度学习框架python实战方,80.60
机器学习Web应用 web机器学习算法编程教程书籍 python深度学习机器学习 人工智能机器人控制,53.13
正版 深度学习与飞桨PaddlePaddle Fluid实战 深度学习入门 实战Python 代码,74.90
Python机器学习实战,48.79
自然语言处理Python进阶/NLP解决方案/高阶自然语言处理书籍/深度学习/计算机科学人工智能/程,58.00
Python爬虫开发三剑客：用Python写网络爬虫第2版+精通Python爬虫框架scrapy,154.00
2019新书 神经网络与深度学习实战 Python+Keras+TensorFlow 陈屹,85.00
【套装】深度学习 全5册 深度学习入门 基于Python3的理论与实现神经网络编程 深度学习之Ten,499.00
